,Bayesian CNN,Classical CNN,epoch
0,17.556116476467135,20.717621798946404,1
1,20.069022161018786,22.660062496434538,2
2,21.139451659462793,23.423337651522647,3
3,21.8129909772819,23.7923654207747,4
4,21.96772875307806,23.978667349131527,5
5,22.583875776203293,24.08536098184863,6
6,22.810699052110994,23.979123839643492,7
7,23.0534549377603,24.14229072454809,8
8,23.244806076312422,24.144901616190282,9
9,23.357043003366073,24.274361754258997,10
10,23.376972919692342,24.33653604645591,11
11,23.555399901868395,24.363071260987468,12
12,23.642735632499708,24.323736028714226,13
13,23.708556336232846,24.39270240434186,14
14,23.77580581083349,24.42829834610146,15
15,23.80930732774221,24.43557229421776,16
16,23.87421235243414,24.412938767167276,17
17,23.883128939205843,24.214797736722076,18
18,23.929912083262813,24.4660902324398,19
19,23.996415274057025,24.479074632007602,20
20,24.02494794633201,24.45197271906935,21
21,24.06262746814167,24.30928965758635,22
22,24.09497304873784,24.476775959256937,23
23,24.111750531715202,24.451725541557398,24
24,24.148056206833953,24.519570464401866,25
25,24.18431732909275,24.525144353971978,26
26,24.19363247782721,24.530758412736525,27
27,24.20736209233125,24.53486405258492,28
28,24.15257982214915,24.529274526411065,29
29,24.269620106465425,24.35121475924454,30
30,24.2819567359931,24.537757387586787,31
31,24.296292471663207,24.332034776220382,32
32,24.31766630046768,24.526925335350157,33
33,24.288323599333385,24.56599914945567,34
34,24.337797370385303,24.57966408385307,35
35,24.284545046977026,24.502561653365763,36
36,24.380130498065462,24.57899449999818,37
37,24.393158122601083,24.583408631998317,38
38,24.403292753366802,24.568983958151087,39
39,24.41515023086427,24.577541332887847,40
40,24.40964419679181,24.592686184172567,41
41,24.354366072252173,24.59726231086643,42
42,24.385777703751735,24.146952312367386,43
43,24.43768322500103,24.57320851279754,44
44,24.40790619359646,24.613396106974253,45
45,24.485175825434023,24.61213287211528,46
46,24.489211287771134,24.624659190924984,47
47,24.505644700004908,24.620847860980533,48
48,24.38630376672789,24.62201251070992,49
49,24.51014226089456,24.636026543885276,50
50,24.505137364438077,24.607868841905155,51
51,24.525974546751705,24.63378672407124,52
52,24.546531935574187,24.624552729648013,53
53,24.5419959753939,24.621954475977063,54
54,24.55258822295815,24.616165453183164,55
55,24.56557122102368,24.65173653021195,56
56,24.570386472905653,24.646919898574314,57
57,24.575906520858815,24.665148863202845,58
58,24.566397314112333,24.654970769786672,59
59,24.567038621145,24.63744588043618,60
60,24.588965919793463,24.33880916477748,61
61,24.599027636432737,24.409857448682768,62
62,24.609876986073584,24.6735548419138,63
63,24.46759143551532,24.664705133212298,64
64,24.0006911179316,24.666565609590194,65
65,24.61696697346179,24.682608976760033,66
66,24.61953939471604,24.662000515292426,67
67,24.633096108361062,24.702611249797037,68
68,24.62272569779315,24.636799680687716,69
69,24.632402370558065,24.295606723754844,70
70,24.643359969744466,24.684859553111988,71
71,24.645379291430444,24.66250816853848,72
72,24.663010555167194,24.69675642452657,73
73,24.659229289765552,24.709189545784255,74
74,24.662665564929107,24.71402697576619,75
75,24.653260205011836,24.717753197850865,76
76,24.66441683662243,24.684034107251,77
77,24.677493181940783,24.701295830237726,78
78,24.684868771873077,24.70814269888261,79
79,24.686945573463287,24.682085892248207,80
80,24.683930045602377,24.700193286578795,81
81,24.692386193487796,24.65716894717319,82
82,24.68386106896944,24.633129020319746,83
83,24.695090133387314,24.70433389943171,84
84,24.695860143394714,24.729086273273207,85
85,24.70820398973278,24.67823929314518,86
86,24.689994458244733,24.719113476760914,87
87,24.027474648374426,24.739016681745895,88
88,24.695613892283408,24.73057392196273,89
89,24.71058364027336,24.73631806336433,90
90,24.727539370710296,24.75016061901311,91
91,24.719656628467426,24.7424681787405,92
92,24.707942089514667,24.60576642881621,93
93,24.728927352450974,24.622835632237145,94
94,24.735158157772332,24.704235025708105,95
95,24.716926869383578,24.737086690265198,96
96,24.730277012566884,24.75686006777343,97
97,24.738964891022682,24.76202667885364,98
98,24.728555758782843,24.753206793894446,99
99,24.734337534932862,24.76159745693898,100
